ResultsCorrections
0,903015708946441
0,861988959020414
0,888712432559342
0,860808157111441
0,873329842163068
0,870262215998106
0,865549265185461
0,869338868506846
0,864915961656904
0,879903894701475
0,881182213204091
0,870914011535977
0,890080722747881
0,149242974379432
0,664828434961702
0,272127050043154
0,567409920229224
0,593109550821137
0,551567653571016
0,599172738944993
0,615420946713503
0,613395556087803
0,623314174241098
0,638498909297509
0,645233355512126
0,639450732192978
0,660977534500925
0,633670017056973
0,654396312440918
0,794615579170448
0,795244340345489
0,794168524623008
0,824386026961334
0,793875411654718
0,792527859356997
0,79190601845235
0,790546485284008
0,794370204955588
0,842907852452639
0,810658459339024
0,800893328032764
0,80061365619465
0,791433542274886
0,785590887525457
0,723228589495963
0,788042770456823
0,791642532716541
0,838644759631975
