ResultsCorrections
0,904091874431365
0,86188548503387
0,888632477928367
0,860687862491299
0,873193897221389
0,870071009819067
0,865526411783928
0,869325503265514
0,864977831958786
0,879925943518008
0,881185508037953
0,870849408538313
0,908319380796108
0,160516845869705
0,704190626978679
0,27746346987375
0,603399423000064
0,621232564037141
0,580087006585028
0,616398980167834
0,65751561598089
0,638368819640298
0,645588750484071
0,670016562115564
0,682359114516634
0,662907605548837
0,690466562500548
0,659878822591968
0,682489163037584
0,828501154519577
0,83161478377487
0,832162039568503
0,863281836370357
0,836116069135534
0,8305216514524
0,824496130615262
0,806320963532384
0,816061722802045
0,881124769911705
0,838613903904335
0,835389529571445
0,837096683920026
0,816483374894191
0,839674080178697
0,780529654995504
0,808609946014529
0,810111394686097
0,866945914314155
